t, sec	data
0.0	10.108451476793249
0.34110289937464466	10.091806962025316
0.6822057987492893	10.678401898734178
1.023308698123934	9.957870253164558
1.3644115974985787	9.872496835443037
1.7055144968732234	10.451555907172995
2.046617396247868	9.688745780590716
2.387720295622513	8.758994725738397
2.7288231949971573	9.07653164556962
3.069926094371802	10.568121308016877
3.411028993746447	10.639291139240507
3.7521318931210916	9.312841772151899
4.093234792495736	9.385282700421941
4.434337691870381	9.420168776371309
4.775440591245026	9.491556962025317
5.11654349061967	9.388710970464135
5.457646389994315	10.353996835443038
5.79874928936896	9.17638924050633
6.139852188743604	9.766493670886076
6.480955088118249	9.5861888185654
6.822057987492894	9.812839662447258
7.163160886867538	9.00092405063291
7.504263786242183	9.374180379746836
7.845366685616828	10.173882911392406
8.186469584991473	9.677935654008438
8.527572484366118	9.343005274261603
8.868675383740761	9.659457805907174
9.209778283115407	9.959408227848101
9.550881182490052	9.211863924050633
9.891984081864695	9.825803797468355
10.23308698123934	10.220306962025317
10.574189880613986	9.903518987341773
10.91529277998863	10.30525
11.256395679363274	9.634695147679325
11.59749857873792	9.85214029535865
11.938601478112565	10.343285864978903
12.279704377487208	9.202216244725738
12.620807276861854	9.619800632911392
12.961910176236499	10.011695147679324
13.303013075611142	9.76590506329114
13.644115974985787	9.319305907172996
13.985218874360433	10.248832278481013
14.326321773735076	10.926450421940928
14.667424673109721	9.878799578059072
15.008527572484367	9.819061181434598
15.349630471859012	10.363487341772151
15.690733371233655	9.4212805907173
16.0318362706083	10.127839662447258
16.372939169982946	10.507414556962026
16.71404206935759	9.72498523206751
17.055144968732236	10.101354430379747
17.39624786810688	9.615444092827005
17.737350767481523	9.847783755274262
18.07845366685617	10.052119198312237
18.419556566230813	9.659862869198312
18.760659465605457	9.699174050632912
19.101762364980104	9.272295358649789
19.442865264354747	9.965975738396624
19.78396816372939	9.834449367088608
20.125071063104038	10.095002109704641
20.46617396247868	9.457236286919832
20.807276861853325	9.46898312236287
21.14837976122797	8.986842827004219
21.489482660602615	10.354356540084389
21.83058555997726	9.658207805907173
22.171688459351905	10.157518987341772
22.51279135872655	10.194
22.853894258101192	10.017558016877636
23.19499715747584	10.429949367088607
23.536100056850483	9.604743670886077
23.87720295622513	9.439863924050632
24.218305855599773	9.6134694092827
24.559408754974417	9.773766877637131
24.900511654349064	9.793697257383966
25.241614553723707	10.032870253164557
25.58271745309835	9.214418776371309
25.923820352472998	9.559504219409282
26.26492325184764	9.768495780590717
26.606026151222284	9.988506329113925
26.94712905059693	10.128959915611814
27.288231949971575	9.69159282700422
27.62933484934622	9.824212025316456
27.970437748720865	9.227497890295359
28.31154064809551	9.78268670886076
28.652643547470152	10.30453164556962
28.9937464468448	9.347447257383966
29.334849346219443	9.299956751054852
29.675952245594086	8.874943037974683
30.017055144968733	9.099043248945147
30.358158044343377	9.208978902953586
30.699260943718023	9.057166666666667
31.040363843092667	10.960821729957805
31.38146674246731	9.198894514767932
31.722569641841957	9.612237341772152
32.0636725412166	9.726605485232067
32.404775440591244	9.955083333333333
32.74587833996589	9.047746835443037
33.08698123934053	9.627607594936709
33.42808413871518	9.91304746835443
33.769187038089825	9.88064135021097
34.11028993746447	9.866914556962024
34.45139283683911	9.701971518987342
34.79249573621376	9.62015717299578
35.133598635588406	9.495445147679325
