Number of particles,times
4,0.017699115044248
2,0.023598820058997
7,0.029498525073746
8,0.035398230088496
4,0.041297935103245
8,0.047197640117994
6,0.053097345132743
9,0.058997050147493
5,0.064896755162242
4,0.070796460176991
8,0.07669616519174
5,0.08259587020649
10,0.088495575221239
7,0.094395280235988
5,0.100294985250737
4,0.106194690265487
6,0.112094395280236
8,0.117994100294985
7,0.123893805309735
3,0.129793510324484
5,0.135693215339233
6,0.141592920353982
4,0.147492625368732
6,0.153392330383481
8,0.15929203539823
8,0.165191740412979
9,0.171091445427729
3,0.176991150442478
6,0.182890855457227
5,0.188790560471976
6,0.194690265486726
5,0.200589970501475
5,0.206489675516224
5,0.212389380530973
4,0.218289085545723
5,0.224188790560472
4,0.230088495575221
7,0.23598820058997
6,0.24188790560472
4,0.247787610619469
4,0.253687315634218
4,0.259587020648968
8,0.265486725663717
5,0.271386430678466
6,0.277286135693215
6,0.283185840707965
5,0.289085545722714
9,0.294985250737463
3,0.300884955752212
4,0.306784660766962
7,0.312684365781711
4,0.31858407079646
4,0.324483775811209
7,0.330383480825959
6,0.336283185840708
5,0.342182890855457
3,0.348082595870207
7,0.353982300884956
7,0.359882005899705
6,0.365781710914454
5,0.371681415929204
5,0.377581120943953
4,0.383480825958702
8,0.389380530973451
6,0.395280235988201
4,0.40117994100295
3,0.407079646017699
4,0.412979351032448
2,0.418879056047198
3,0.424778761061947
7,0.430678466076696
6,0.436578171091445
6,0.442477876106195
3,0.448377581120944
5,0.454277286135693
7,0.460176991150443
5,0.466076696165192
5,0.471976401179941
8,0.47787610619469
8,0.48377581120944
4,0.489675516224189
4,0.495575221238938
8,0.501474926253687
5,0.507374631268437
7,0.513274336283186
2,0.519174041297935
5,0.525073746312684
4,0.530973451327434
3,0.536873156342183
3,0.542772861356932
4,0.548672566371682
5,0.554572271386431
6,0.56047197640118
2,0.566371681415929
4,0.572271386430678
5,0.578171091445428
8,0.584070796460177
4,0.589970501474926
8,0.595870206489675
4,0.601769911504425
5,0.607669616519174
4,0.613569321533923
4,0.619469026548673
4,0.625368731563422
6,0.631268436578171
3,0.63716814159292
6,0.64306784660767
7,0.648967551622419
7,0.654867256637168
9,0.660766961651918
8,0.666666666666667
6,0.672566371681416
6,0.678466076696165
6,0.684365781710914
8,0.690265486725664
9,0.696165191740413
11,0.702064896755162
6,0.707964601769911
6,0.713864306784661
6,0.71976401179941
6,0.725663716814159
7,0.731563421828909
7,0.737463126843658
5,0.743362831858407
4,0.749262536873156
3,0.755162241887906
4,0.761061946902655
7,0.766961651917404
6,0.772861356932153
6,0.778761061946903
7,0.784660766961652
2,0.790560471976401
5,0.79646017699115
6,0.8023598820059
7,0.808259587020649
5,0.814159292035398
4,0.820058997050147
5,0.825958702064897
7,0.831858407079646
10,0.837758112094395
4,0.843657817109145
2,0.849557522123894
5,0.855457227138643
5,0.861356932153392
9,0.867256637168142
3,0.873156342182891
5,0.87905604719764
5,0.884955752212389
6,0.890855457227139
5,0.896755162241888
6,0.902654867256637
5,0.908554572271386
5,0.914454277286136
4,0.920353982300885
5,0.926253687315634
5,0.932153392330383
6,0.938053097345133
6,0.943952802359882
3,0.949852507374631
4,0.955752212389381
5,0.96165191740413
7,0.967551622418879
6,0.973451327433628
6,0.979351032448378
7,0.985250737463127
4,0.991150442477876
5,0.997050147492625
5,1.00294985250737
5,1.00884955752212
7,1.01474926253687
8,1.02064896755162
6,1.02654867256637
4,1.03244837758112
9,1.03834808259587
7,1.04424778761062
7,1.05014749262537
4,1.05604719764012
8,1.06194690265487
6,1.06784660766962
5,1.07374631268437
7,1.07964601769912
8,1.08554572271386
9,1.09144542772861
4,1.09734513274336
5,1.10324483775811
6,1.10914454277286
4,1.11504424778761
7,1.12094395280236
10,1.12684365781711
10,1.13274336283186
7,1.13864306784661
4,1.14454277286136
3,1.15044247787611
8,1.15634218289086
1,1.1622418879056
2,1.16814159292035
2,1.1740412979351
4,1.17994100294985
6,1.1858407079646
3,1.19174041297935
4,1.1976401179941
5,1.20353982300885
1,1.2094395280236
3,1.21533923303835
5,1.2212389380531
3,1.22713864306785
1,1.2330383480826
3,1.23893805309735
3,1.24483775811209
2,1.25073746312684
2,1.25663716814159
4,1.26253687315634
4,1.26843657817109
3,1.27433628318584
2,1.28023598820059
2,1.28613569321534
3,1.29203539823009
4,1.29793510324484
4,1.30383480825959
2,1.30973451327434
3,1.31563421828909
4,1.32153392330384
3,1.32743362831858
3,1.33333333333333
3,1.33923303834808
4,1.34513274336283
3,1.35103244837758
6,1.35693215339233
3,1.36283185840708
3,1.36873156342183
2,1.37463126843658
3,1.38053097345133
2,1.38643067846608
4,1.39233038348083
3,1.39823008849558
3,1.40412979351032
3,1.41002949852507
2,1.41592920353982
2,1.42182890855457
5,1.42772861356932
4,1.43362831858407
4,1.43952802359882
2,1.44542772861357
4,1.45132743362832
3,1.45722713864307
3,1.46312684365782
2,1.46902654867257
2,1.47492625368732
2,1.48082595870207
4,1.48672566371681
2,1.49262536873156
1,1.49852507374631
2,1.50442477876106
2,1.51032448377581
2,1.51622418879056
2,1.52212389380531
3,1.52802359882006
2,1.53392330383481
1,1.53982300884956
1,1.54572271386431
3,1.55162241887906
5,1.55752212389381
3,1.56342182890855
4,1.5693215339233
5,1.57522123893805
3,1.5811209439528
5,1.58702064896755
4,1.5929203539823
5,1.59882005899705
5,1.6047197640118
8,1.61061946902655
5,1.6165191740413
9,1.62241887905605
7,1.6283185840708
6,1.63421828908555
5,1.6401179941003
6,1.64601769911504
7,1.65191740412979
5,1.65781710914454
4,1.66371681415929
6,1.66961651917404
6,1.67551622418879
5,1.68141592920354
5,1.68731563421829
6,1.69321533923304
6,1.69911504424779
6,1.70501474926254
6,1.71091445427729
9,1.71681415929204
7,1.72271386430678
6,1.72861356932153
5,1.73451327433628
5,1.74041297935103
5,1.74631268436578
5,1.75221238938053
7,1.75811209439528
6,1.76401179941003
7,1.76991150442478
5,1.77581120943953
5,1.78171091445428
5,1.78761061946903
6,1.79351032448378
8,1.79941002949853
5,1.80530973451327
7,1.81120943952802
5,1.81710914454277
5,1.82300884955752
7,1.82890855457227
6,1.83480825958702
8,1.84070796460177
6,1.84660766961652
6,1.85250737463127
6,1.85840707964602
6,1.86430678466077
8,1.87020648967552
6,1.87610619469027
7,1.88200589970502
6,1.88790560471976
6,1.89380530973451
7,1.89970501474926
5,1.90560471976401
5,1.91150442477876
8,1.91740412979351
8,1.92330383480826
7,1.92920353982301
7,1.93510324483776
6,1.94100294985251
6,1.94690265486726
8,1.95280235988201
8,1.95870206489676
8,1.9646017699115
6,1.97050147492625
5,1.976401179941
7,1.98230088495575
6,1.9882005899705
6,1.99410029498525
6,2
7,2.00589970501475
7,2.0117994100295
6,2.01769911504425
6,2.023598820059
6,2.02949852507375
7,2.0353982300885
5,2.04129793510325
7,2.04719764011799
5,2.05309734513274
6,2.05899705014749
5,2.06489675516224
5,2.07079646017699
7,2.07669616519174
5,2.08259587020649
6,2.08849557522124
5,2.09439528023599
5,2.10029498525074
5,2.10619469026549
5,2.11209439528024
6,2.11799410029499
6,2.12389380530973
5,2.12979351032448
5,2.13569321533923
6,2.14159292035398
6,2.14749262536873
6,2.15339233038348
5,2.15929203539823
5,2.16519174041298
7,2.17109144542773
6,2.17699115044248
7,2.18289085545723
5,2.18879056047198
6,2.19469026548673
7,2.20058997050147
5,2.20648967551622
6,2.21238938053097
5,2.21828908554572
5,2.22418879056047
6,2.23008849557522
5,2.23598820058997
6,2.24188790560472
6,2.24778761061947
6,2.25368731563422
5,2.25958702064897
7,2.26548672566372
6,2.27138643067847
7,2.27728613569322
8,2.28318584070796
8,2.28908554572271
7,2.29498525073746
6,2.30088495575221
7,2.30678466076696
5,2.31268436578171
8,2.31858407079646
5,2.32448377581121
5,2.33038348082596
6,2.33628318584071
6,2.34218289085546
6,2.34808259587021
9,2.35398230088496
6,2.3598820058997
6,2.36578171091445
6,2.3716814159292
8,2.37758112094395
7,2.3834808259587
8,2.38938053097345
6,2.3952802359882
5,2.40117994100295
7,2.4070796460177
7,2.41297935103245
5,2.4188790560472
5,2.42477876106195
6,2.4306784660767
