Number of particles,times
6,3.43952802359882
6,3.44542772861357
4,3.45132743362832
10,3.45722713864307
3,3.46312684365782
5,3.46902654867257
4,3.47492625368732
4,3.48082595870207
3,3.48672566371681
5,3.49262536873156
2,3.49852507374631
3,3.50442477876106
4,3.51032448377581
2,3.51622418879056
4,3.52212389380531
6,3.52802359882006
6,3.53392330383481
3,3.53982300884956
3,3.54572271386431
7,3.55162241887906
3,3.55752212389381
5,3.56342182890855
4,3.5693215339233
4,3.57522123893805
4,3.5811209439528
3,3.58702064896755
2,3.5929203539823
5,3.59882005899705
5,3.6047197640118
2,3.61061946902655
4,3.6165191740413
6,3.62241887905605
4,3.6283185840708
5,3.63421828908555
8,3.64011799410029
3,3.64601769911504
4,3.65191740412979
4,3.65781710914454
1,3.66371681415929
11,3.66961651917404
3,3.67551622418879
5,3.68141592920354
3,3.68731563421829
3,3.69321533923304
7,3.69911504424779
1,3.70501474926254
3,3.71091445427729
3,3.71681415929204
2,3.72271386430678
7,3.72861356932153
7,3.73451327433628
3,3.74041297935103
4,3.74631268436578
5,3.75221238938053
4,3.75811209439528
5,3.76401179941003
3,3.76991150442478
7,3.77581120943953
3,3.78171091445428
3,3.78761061946903
4,3.79351032448378
5,3.79941002949853
5,3.80530973451327
6,3.81120943952802
4,3.81710914454277
4,3.82300884955752
2,3.82890855457227
3,3.83480825958702
3,3.84070796460177
4,3.84660766961652
3,3.85250737463127
3,3.85840707964602
5,3.86430678466077
2,3.87020648967552
5,3.87610619469027
2,3.88200589970501
4,3.88790560471976
4,3.89380530973451
4,3.89970501474926
2,3.90560471976401
6,3.91150442477876
4,3.91740412979351
4,3.92330383480826
3,3.92920353982301
3,3.93510324483776
6,3.94100294985251
4,3.94690265486726
5,3.95280235988201
6,3.95870206489676
3,3.9646017699115
5,3.97050147492625
5,3.976401179941
5,3.98230088495575
4,3.9882005899705
3,3.99410029498525
5,4
4,4.00589970501475
4,4.0117994100295
4,4.01769911504425
4,4.023598820059
3,4.02949852507375
3,4.0353982300885
7,4.04129793510325
5,4.047197640118
4,4.05309734513274
4,4.05899705014749
3,4.06489675516224
5,4.07079646017699
4,4.07669616519174
4,4.08259587020649
2,4.08849557522124
3,4.09439528023599
4,4.10029498525074
8,4.10619469026549
7,4.11209439528024
5,4.11799410029499
3,4.12389380530974
6,4.12979351032448
4,4.13569321533923
4,4.14159292035398
6,4.14749262536873
4,4.15339233038348
3,4.15929203539823
3,4.16519174041298
2,4.17109144542773
3,4.17699115044248
4,4.18289085545723
5,4.18879056047198
4,4.19469026548673
4,4.20058997050147
2,4.20648967551622
3,4.21238938053097
2,4.21828908554572
3,4.22418879056047
6,4.23008849557522
7,4.23598820058997
2,4.24188790560472
9,4.24778761061947
2,4.25368731563422
1,4.25958702064897
6,4.26548672566372
6,4.27138643067847
3,4.27728613569322
3,4.28318584070796
3,4.28908554572271
4,4.29498525073746
9,4.30088495575221
4,4.30678466076696
5,4.31268436578171
5,4.31858407079646
5,4.32448377581121
5,4.33038348082596
2,4.33628318584071
4,4.34218289085546
3,4.34808259587021
2,4.35398230088496
2,4.35988200589971
3,4.36578171091445
6,4.3716814159292
5,4.37758112094395
3,4.3834808259587
4,4.38938053097345
2,4.3952802359882
4,4.40117994100295
3,4.4070796460177
3,4.41297935103245
3,4.4188790560472
1,4.42477876106195
2,4.4306784660767
5,4.43657817109145
3,4.4424778761062
8,4.44837758112095
4,4.45427728613569
1,4.46017699115044
3,4.46607669616519
1,4.47197640117994
2,4.47787610619469
3,4.48377581120944
6,4.48967551622419
4,4.49557522123894
1,4.50147492625369
5,4.50737463126844
3,4.51327433628319
4,4.51917404129794
5,4.52507374631268
3,4.53097345132743
